post_id,description,mentions,url,comments,likes,published_at,author,views,like_rate,comment_rate,engagement_rate,category
3687238000426207495,"Better is the only choice.
@fcbarcelona purest expression of footballing perfection meets the constant growth mindset of Mamba Mentality.

Millor és l’única opció.
La màxima expressió de la perfecció futbolística del @fcbarcelona conflueix amb l’actitud de creixement constant de la Mamba Mentality.

Mejor es la única opción.
La máxima expresión de la perfección futbolística del @fcbarcelona confluye con la actitud de crecimiento constante de la Mamba Mentality.

#NikeFootball",['fcbarcelona'],https://www.instagram.com/p/DMrs2zxuckH/,5291,766411,2025-07-29 07:16:13+00:00,nike,25671963,0.02985400843714211,0.0002061003282063004,0.030060108765348408,"{'sequence': 'Better is the only choice.\n@fcbarcelona purest expression of footballing perfection meets the constant growth mindset of Mamba Mentality.\n\nMillor és l’única opció.\nLa màxima expressió de la perfecció futbolística del @fcbarcelona conflueix amb l’actitud de creixement constant de la Mamba Mentality.\n\nMejor es la única opción.\nLa máxima expresión de la perfección futbolística del @fcbarcelona confluye con la actitud de crecimiento constante de la Mamba Mentality.\n\n#NikeFootball', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.40018430352211, 0.33263033628463745, 0.15224888920783997, 0.11493649333715439]}"
3670304025972696067,"The moonshot is now the milestone. 

@beatrice.chebet91 becomes the first woman to ever break the 14-minute barrier in the 5000m with a 13:58:06 World Record at the Pre Classic.",['beatrice.chebet91'],https://www.instagram.com/p/DLvihDFyeQD/,174,53594,2025-07-05 22:25:57+00:00,nike,0,0.0,0.0,0.0,"{'sequence': 'The moonshot is now the milestone. \n\n@beatrice.chebet91 becomes the first woman to ever break the 14-minute barrier in the 5000m with a 13:58:06 World Record at the Pre Classic.', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.44581887125968933, 0.20269843935966492, 0.19541947543621063, 0.15606318414211273]}"
3686614827774882559,"collecting awards, chasing greatness. 
every single time ///🏆",[],https://www.instagram.com/p/DMpfKdBNbL_/,230,17600,2025-07-28 10:32:36+00:00,adidasfootball,0,0.0,0.0,0.0,"{'sequence': 'collecting awards, chasing greatness. \nevery single time ///🏆', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5133945941925049, 0.1832738071680069, 0.1627660095691681, 0.14056560397148132]}"
3689437581792257876,"Red, redefined 💫🔴 ​

Our @adidasfootball 2025/26 home kit is now available 🤝",['adidasfootball'],https://www.instagram.com/p/DMzg-7jtCdU/,6420,930408,2025-08-01 08:00:00+00:00,liverpoolfc,0,0.0,0.0,0.0,"{'sequence': 'Red, redefined 💫🔴 \u200b\n\nOur @adidasfootball 2025/26 home kit is now available 🤝', 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.45618152618408203, 0.3016239106655121, 0.17091238498687744, 0.07128217071294785]}"
3685269907469082962,"the rivals that inspire you. one last game to win it all.

las rivales que te inspiran. un último partido para ganarlo todo. ❤️

#YouGotThis",[],https://www.instagram.com/p/DMktXSYIaFS/,120,28086,2025-07-26 14:00:00+00:00,adidas,748809,0.03750756200846945,0.0001602544841207838,0.03766781649259023,"{'sequence': 'the rivals that inspire you. one last game to win it all.\n\nlas rivales que te inspiran. un último partido para ganarlo todo. ❤️\n\n#YouGotThis', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.45464468002319336, 0.23015303909778595, 0.16899867355823517, 0.14620372653007507]}"
3685512198279067120,"@nigeriasuperfalcons dancing through defences. Smiling through finals. 10 titles, the cause of nightmares for everyone else. 

As e dey sweet us, e dey pain them.

#NikeFootball",['nigeriasuperfalcons'],https://www.instagram.com/p/DMlkdFRyvXw/,579,35563,2025-07-26 22:01:52+00:00,nikefootball,0,0.0,0.0,0.0,"{'sequence': '@nigeriasuperfalcons dancing through defences. Smiling through finals. 10 titles, the cause of nightmares for everyone else. \n\nAs e dey sweet us, e dey pain them.\n\n#NikeFootball', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5420747995376587, 0.213534414768219, 0.13676169514656067, 0.10762911289930344]}"
3689615463858016391,"You trained for it. We designed for it.
Leg day, post-leg day, everyday. #adidasoptime",[],https://www.instagram.com/p/DM0JbdJC5CH/,735,41209,2025-08-01 13:59:47+00:00,adidaswomen,1247228,0.03304047054748611,0.0005893068468636047,0.03362977739434971,"{'sequence': 'You trained for it. We designed for it.\nLeg day, post-leg day, everyday. #adidasoptime', 'labels': ['Athlete Feature', 'Training and Fitness Tips', 'Product Spotlight', 'Lifestyle and Culture'], 'scores': [0.4156818389892578, 0.30780482292175293, 0.15602271258831024, 0.12049063295125961]}"
3690647520897923103,"9 out of 10 tournament titles. 5 wins in a row. 

The Canarinha flies to the top—again. But there’s no stopping here. The @selecaofemininadefutebol is just getting started. 

#NikeFootball

9 de 10 títulos. 5 conquistas seguidas.
A Canarinha voa para o topo — de novo. Mas não vai parar por aqui. A @selecaofemininadefutebol está só começando.",['selecaofemininadefutebol'],https://www.instagram.com/p/DM30F3KS_gf/,661,65069,2025-08-03 00:05:20+00:00,nikefootball,79614186,0.0008173040920119437,8.30254045428537e-06,0.0008256066324662291,"{'sequence': '9 out of 10 tournament titles. 5 wins in a row. \n\nThe Canarinha flies to the top—again. But there’s no stopping here. The @selecaofemininadefutebol is just getting started. \n\n#NikeFootball\n\n9 de 10 títulos. 5 conquistas seguidas.\nA Canarinha voa para o topo — de novo. Mas não vai parar por aqui. A @selecaofemininadefutebol está só começando.', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.5510736107826233, 0.26649126410484314, 0.10136441141366959, 0.0810706689953804]}"
3689377466602936564,Waking up to some squad numbers… 🤩,[],https://www.instagram.com/p/DMzTUI7Mtj0/,3252,598716,2025-08-01 06:01:47+00:00,liverpoolfc,13806949,0.04336338172901196,0.0002355335708127842,0.04359891529982475,"{'sequence': 'Waking up to some squad numbers… 🤩', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips', 'Product Spotlight'], 'scores': [0.5188673734664917, 0.2030164897441864, 0.1550217717885971, 0.12309429049491882]}"
3679808797984365714,Sabrina Ionescu is here to remind you who she is: the undisputed WNBA 3-Point Contest champ.,[],https://www.instagram.com/p/DMRTpr1NxyS/,369,100185,2025-07-19 01:10:14+00:00,nikebasketball,0,0.0,0.0,0.0,"{'sequence': 'Sabrina Ionescu is here to remind you who she is: the undisputed WNBA 3-Point Contest champ.', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.9185512661933899, 0.03189944103360176, 0.030845943838357925, 0.01870335265994072]}"
3692504602046911173,"From the sidelines in Nansha: Under No One (登峰造极)

@jharden13’s mark on the game stretches worldwide, and now it’s forever stamped in China.",['jharden13’s'],https://www.instagram.com/p/DM-aV8wgFLF/,194,58614,2025-08-05 13:34:32+00:00,adidasbasketball,0,0.0,0.0,0.0,"{'sequence': 'From the sidelines in Nansha: Under No One (登峰造极)\n\n@jharden13’s mark on the game stretches worldwide, and now it’s forever stamped in China.', 'labels': ['Athlete Feature', 'Training and Fitness Tips', 'Product Spotlight', 'Lifestyle and Culture'], 'scores': [0.4509750306606293, 0.20626118779182434, 0.2021077275276184, 0.14065608382225037]}"
3686554719783137340,"it wasn’t the ending we dreamed of, but you gave us everything.
we’ll always believe in you. ❤️
 
no fue el final con el que soñábamos, pero lo disteis todo.
siempre creeremos en vosotras. ❤️",[],https://www.instagram.com/p/DMpRfxFtrA8/,162,32141,2025-07-28 08:33:10+00:00,adidasfootball,0,0.0,0.0,0.0,"{'sequence': 'it wasn’t the ending we dreamed of, but you gave us everything.\nwe’ll always believe in you. ❤️\n \nno fue el final con el que soñábamos, pero lo disteis todo.\nsiempre creeremos en vosotras. ❤️', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.37765631079673767, 0.25619786977767944, 0.20878832042217255, 0.1573575735092163]}"
3691711315317634369,"For those who believe 🙌
#YouGotThis",[],https://www.instagram.com/p/DM7l-G6zDVB/,71,12207,2025-08-04 11:18:24+00:00,adidasindia,0,0.0,0.0,0.0,"{'sequence': 'For those who believe 🙌\n#YouGotThis', 'labels': ['Lifestyle and Culture', 'Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.29524803161621094, 0.29460465908050537, 0.2518862187862396, 0.15826116502285004]}"
3688130787290605279,"The adidas family is filled with deep sorrow at the loss of Laura Dahlmeier.

Laura reminded us that strength is not just measured in speed or medals, but in the courage to stand up, speak out, and care deeply. 

She left behind not only a trail of victories, but a world made better by her presence.",[],https://www.instagram.com/p/DMu32kVo2bf/,537,61073,2025-07-30 12:44:32+00:00,adidasterrex,0,0.0,0.0,0.0,"{'sequence': 'The adidas family is filled with deep sorrow at the loss of Laura Dahlmeier.\n\nLaura reminded us that strength is not just measured in speed or medals, but in the courage to stand up, speak out, and care deeply. \n\nShe left behind not only a trail of victories, but a world made better by her presence.', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.4801565110683441, 0.2588748037815094, 0.16194961965084076, 0.09901899099349976]}"
3664429667718844094,"Thank you, @faithkipyegon, for running faster than any woman ever has, just to show us how big to dream. #Breaking4","['faithkipyegon,']",https://www.instagram.com/p/DLaq14oyM6-/,419,60186,2025-06-27 19:57:18+00:00,nike,7734195,0.007781805346257755,5.417499817369487e-05,0.00783598034443145,"{'sequence': 'Thank you, @faithkipyegon, for running faster than any woman ever has, just to show us how big to dream. #Breaking4', 'labels': ['Athlete Feature', 'Training and Fitness Tips', 'Product Spotlight', 'Lifestyle and Culture'], 'scores': [0.7854940295219421, 0.09519235044717789, 0.07405021786689758, 0.04526347666978836]}"
3654135819875497044,"“Aitana Bonmatí, by her friend Maria.”

Livestreaming 15th June at 9:30pm CET on all @adidas platforms. #YouGotThis​",['adidas'],https://www.instagram.com/p/DK2GSrwtbRU/,309,51857,2025-06-13 15:02:36+00:00,adidas,0,0.0,0.0,0.0,"{'sequence': '“Aitana Bonmatí, by her friend Maria.”\n\nLivestreaming 15th June at 9:30pm CET on all @adidas platforms. #YouGotThis\u200b', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.39479273557662964, 0.3337835371494293, 0.15024594962596893, 0.12117781490087509]}"
3689430497319394551,"YOUR DREAM. OUR REALITY. ❤️🤝
two icons, together again.",[],https://www.instagram.com/p/DMzfX1oNxz3/,4338,322461,2025-08-01 07:49:22+00:00,adidasfootball,8304703,0.038828721508764374,0.0005223546224350226,0.0393510761311994,"{'sequence': 'YOUR DREAM. OUR REALITY. ❤️🤝\ntwo icons, together again.', 'labels': ['Lifestyle and Culture', 'Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.3377113938331604, 0.2679364085197449, 0.24987806379795074, 0.1444741040468216]}"
3665760197398377301,"@caitlinclark22 laces her new Kobe 5 Protro PE and steps into a new dimension. Noise fades, focus hits, and all that’s left is her drive to dominate.

Available 6.30 on SNKRS in select regions.",['caitlinclark22'],https://www.instagram.com/p/DLfZXo9sjNV/,1292,100279,2025-06-29 16:00:05+00:00,nikebasketball,4210203,0.02381809143169581,0.0003068735640537998,0.02412496499574961,"{'sequence': '@caitlinclark22 laces her new Kobe 5 Protro PE and steps into a new dimension. Noise fades, focus hits, and all that’s left is her drive to dominate.\n\nAvailable 6.30 on SNKRS in select regions.', 'labels': ['Product Spotlight', 'Athlete Feature', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.4025444984436035, 0.3139057159423828, 0.14832855761051178, 0.1352211982011795]}"
3666211688554325338,"Don’t just beat them, give them nightmares. Be Scary Good.

STAY TUNED for more with @k.mbappe, @alexiaputellas, @erling, @salmaparalluelo, @vinijr, @samanthakerr20, @colepalmer10, @kerolinnicoli, @ronaldo, @ronaldinho

#NikeFootball","['k.mbappe,', 'alexiaputellas,', 'erling,', 'salmaparalluelo,', 'vinijr,', 'samanthakerr20,', 'colepalmer10,', 'kerolinnicoli,', 'ronaldo,', 'ronaldinho']",https://www.instagram.com/p/DLhABs3qmVa/,1175,165789,2025-06-30 07:00:16+00:00,nikefootball,13266627,0.012496695655949323,8.856810401016024e-05,0.012585263759959484,"{'sequence': 'Don’t just beat them, give them nightmares. Be Scary Good.\n\nSTAY TUNED for more with @k.mbappe, @alexiaputellas, @erling, @salmaparalluelo, @vinijr, @samanthakerr20, @colepalmer10, @kerolinnicoli, @ronaldo, @ronaldinho\n\n#NikeFootball', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.5738832950592041, 0.20410038530826569, 0.11695583909749985, 0.10506043583154678]}"
3680226467338611866,Believe in someone. And watch it spread. Pass it on 🤝 #YouGotThis,[],https://www.instagram.com/p/DMSynkutWya/,96,-1,2025-07-19 15:00:04+00:00,adidas,0,0.0,0.0,0.0,"{'sequence': 'Believe in someone. And watch it spread. Pass it on 🤝 #YouGotThis', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.30037543177604675, 0.25688406825065613, 0.2525516152381897, 0.19018884003162384]}"
3674522757816592415,"SW19. Sunday. High noon. 

Rackets drawn.",[],https://www.instagram.com/p/DL-hvrSvygf/,4903,712273,2025-07-11 18:07:49+00:00,nike,0,0.0,0.0,0.0,"{'sequence': 'SW19. Sunday. High noon. \n\nRackets drawn.', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.3108797073364258, 0.2929113209247589, 0.23037590086460114, 0.16583307087421417]}"
3684459760791417170,A SHOE MADE DIFFERENTLY. DESIGNED. SCULPTED. 3D-PRINTED. CLIMACOOL LACED - THE FUTURE NOW.,[],https://www.instagram.com/p/DMh1KGfMXFS/,309,56205,2025-07-25 11:10:52+00:00,adidas,0,0.0,0.0,0.0,"{'sequence': 'A SHOE MADE DIFFERENTLY. DESIGNED. SCULPTED. 3D-PRINTED. CLIMACOOL LACED - THE FUTURE NOW.', 'labels': ['Product Spotlight', 'Athlete Feature', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.5220407247543335, 0.23250919580459595, 0.16350539028644562, 0.08194471895694733]}"
3678778720047726131,One person on the sideline can mean more than a whole stadium of fans #YouGotThis,[],https://www.instagram.com/p/DMNpcE_tf4z/,92,6653,2025-07-17 15:05:21+00:00,adidas,285329,0.023316942897497275,0.0003224348033322936,0.023639377700829568,"{'sequence': 'One person on the sideline can mean more than a whole stadium of fans #YouGotThis', 'labels': ['Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.4356558918952942, 0.29513630270957947, 0.16458222270011902, 0.10462555289268494]}"
3683324540554136682,"guess who’s back. 🇪🇸✨
adivina quién está de vuelta. 🇪🇸✨",[],https://www.instagram.com/p/DMdzCeQNUxq/,205,46289,2025-07-23 21:35:23+00:00,adidasfootball,0,0.0,0.0,0.0,"{'sequence': 'guess who’s back. 🇪🇸✨\nadivina quién está de vuelta. 🇪🇸✨', 'labels': ['Athlete Feature', 'Lifestyle and Culture', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.35992705821990967, 0.2826625108718872, 0.18176668882369995, 0.17564377188682556]}"
3672288292859749817,"The blueprint to a better game. 

Get ready to outwork everyone in the Sabrina 3. The lightweight, versatile tool to build your game bucket by bucket.

Coming soon.",[],https://www.instagram.com/p/DL2lr7ouyW5/,355,61389,2025-07-08 16:08:20+00:00,nike,0,0.0,0.0,0.0,"{'sequence': 'The blueprint to a better game. \n\nGet ready to outwork everyone in the Sabrina 3. The lightweight, versatile tool to build your game bucket by bucket.\n\nComing soon.', 'labels': ['Product Spotlight', 'Athlete Feature', 'Training and Fitness Tips', 'Lifestyle and Culture'], 'scores': [0.5263871550559998, 0.30028676986694336, 0.08977748453617096, 0.08354849368333817]}"
3680904885508130621,United in Manchester.🤝,[],https://www.instagram.com/p/DMVM324tkc9/,5835,1189374,2025-07-20 13:27:58+00:00,adidas,0,0.0,0.0,0.0,"{'sequence': 'United in Manchester.🤝', 'labels': ['Lifestyle and Culture', 'Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.3166775703430176, 0.30369603633880615, 0.265186607837677, 0.11443977057933807]}"
3686139765721113588,"HOME. IIOME.

Tenacious. Relentless. Pressure-proof. First at home, now away. @lionesses are back-to-back European Champions🏴󠁧󠁢󠁥󠁮󠁧󠁿🏆🏆. 

#NikeFootball",['lionesses'],https://www.instagram.com/p/DMnzJZAP6P0/,706,147467,2025-07-27 18:52:09+00:00,nikefootball,13772654,0.010707231881378855,5.126099878788794e-05,0.010758492880166741,"{'sequence': 'HOME. IIOME.\n\nTenacious. Relentless. Pressure-proof. First at home, now away. @lionesses are back-to-back European Champions🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f🏆🏆. \n\n#NikeFootball', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.48163020610809326, 0.30319300293922424, 0.12386582791805267, 0.09131090342998505]}"
3683095363758438930,"the show begins 😮‍💨🔜
comienza el show 😮‍💨🔜
die Show beginnt 😮‍💨🔜",[],https://www.instagram.com/p/DMc-7gutboS/,145,46718,2025-07-23 14:00:03+00:00,adidasfootball,0,0.0,0.0,0.0,"{'sequence': 'the show begins\xa0😮\u200d💨🔜\ncomienza el show\xa0😮\u200d💨🔜\ndie Show beginnt 😮\u200d💨🔜', 'labels': ['Lifestyle and Culture', 'Athlete Feature', 'Product Spotlight', 'Training and Fitness Tips'], 'scores': [0.3854033648967743, 0.2979910671710968, 0.17833735048770905, 0.13826826214790344]}"
3680829449415473412,"the closer to the crown, the louder the game. 👑​
​

the official match ball for the Women’s EURO semis and final has arrived, ready for the biggest moments under the brightest lights. ✨​
​
​",[],https://www.instagram.com/p/DMU7uHjNLkE/,109,41121,2025-07-20 10:58:05+00:00,adidasfootball,0,0.0,0.0,0.0,"{'sequence': 'the closer to the crown, the louder the game. 👑\u200b\n\u200b\n\nthe official match ball for the Women’s EURO semis and final has arrived, ready for the biggest moments under the brightest lights. ✨\u200b\n\u200b\n\u200b', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.4809494912624359, 0.2980228364467621, 0.14718496799468994, 0.07384265959262848]}"
3679471305686980196,"Role models are made in moments like this.
See Aitana Bonmatí’s story before she steps on the pitch.
Watch the full film on adidas YouTube.  Los modelos a seguir están hechos de momentos como este.  Descubre la historia de Aitana Bonmati antes de que pise el campo.  Video completo en adidas Youtube. 
#YouGotThis",[],https://www.instagram.com/p/DMQG6hotxZk/,42,4786,2025-07-18 14:00:15+00:00,adidas,281635,0.01699362650238784,0.0001491291920393417,0.017142755694427185,"{'sequence': 'Role models are made in moments like this.\nSee Aitana Bonmatí’s story before she steps on the pitch.\nWatch the full film on adidas YouTube.\u2028\u2028Los modelos a seguir están hechos de momentos como este. \u2028Descubre la historia de Aitana Bonmati antes de que pise el campo. \u2028Video completo en adidas Youtube.\u2028\n#YouGotThis', 'labels': ['Athlete Feature', 'Product Spotlight', 'Lifestyle and Culture', 'Training and Fitness Tips'], 'scores': [0.38593003153800964, 0.24710838496685028, 0.20135198533535004, 0.16560962796211243]}"
